terms_to_comp_elapsed,majors,num_coop_terms,comp_gpa,comp_acad_yr,basis_of_admission,avg_units_per_term
16,Computing Science and Mathematics Joint Major,3,4.33,2013/14,Other,10.881469705249728
17,Computing Science Major,4,3.544595618936516,2005/06,Other,11.305022464278851
19,Software Engineering Major,0,2.06067885312128,2004/05,Other,11.540919602180601
17,Computing Science Major,4,2.183103555468456,2018/19,Other,11.395825730841418
16,Buisiness and Computing Science Joint Major,4,2.4676385086853627,2004/05,Other,10.814828716024197
16,Computing Science Major,2,2,2016/17,Secondary,11.881884405772572
15,Buisiness and Computing Science Joint Major,0,2.604701494579994,2017/18,Secondary,10.607530652173924
17,Computing Science Major,4,3.3919525580040983,2006/07,Other,12.489945662638707
16,Computing Science Major,1,2.645832425911155,2014/15,Post-Secondary,10.722873831075884
17,Buisiness and Computing Science Joint Major,1,4.33,2013/14,Post-Secondary,9.862038986500302
14,Computing Science and Mathematics Joint Major,4,2,2005/06,Post-Secondary,12.015491077700565
16,Computing Science Major,4,2.442280659338843,2011/12,Secondary,10.300341304633344
15,Computing Science Major,1,2.95222120267584,2006/07,Secondary,9.726006648085875
15,Buisiness and Computing Science Joint Major,0,3.0695450691666806,2011/12,Post-Secondary,9.401071154261542
17,Buisiness and Computing Science Joint Major,4,3.844114374666023,2004/05,Other,11.082827927550465
17,Computing Science Major,1,2.626248418572135,2017/18,Post-Secondary,11.190595194809688
17,Computing Science and Mathematics Joint Major,4,2.812082169413768,2018/19,Post-Secondary,11.787363017778222
16,Software Engineering Major,0,3.4089907853732972,2013/14,Secondary,10.6658615963522
15,Buisiness and Computing Science Joint Major,3,4.33,2006/07,Post-Secondary,11.816997002545115
15,Computing Science and Mathematics Joint Major,1,3.720426441526917,2008/09,Other,11.476305811196102
16,Buisiness and Computing Science Joint Major,2,2.1117184086558307,2006/07,Secondary,9.563017836706788
14,Computing Science Major,4,2.875626723200151,2017/18,Post-Secondary,11.921516977111803
17,Buisiness and Computing Science Joint Major,3,2.0766489813995546,2005/06,Secondary,10.460290198872313
16,Buisiness and Computing Science Joint Major,0,3.4973885202145336,2013/14,Post-Secondary,9.15214429997055
15,Computing Science Major,2,2.569503272309838,2005/06,Other,11.282535378873916
15,Software Engineering Major,3,3.9102414254464617,2014/15,Post-Secondary,11.373075912461278
16,Software Engineering Major,1,2.578274640610982,2004/05,Other,13.760513895532583
15,Buisiness and Computing Science Joint Major,0,3.1236622239480365,2006/07,Secondary,11.724564929870317
14,Buisiness and Computing Science Joint Major,1,3.261180941992047,2014/15,Other,10.133176680254648
16,Buisiness and Computing Science Joint Major,0,3.1833622785370905,2011/12,Other,9.871385705369235
16,Buisiness and Computing Science Joint Major,1,2.4414527731058016,2004/05,Other,11.699956396174214
15,Computing Science Major,1,4.33,2016/17,Other,11.683628348500108
15,Buisiness and Computing Science Joint Major,1,2,2018/19,Other,9.990558671991193
16,Computing Science and Mathematics Joint Major,0,3.4709095926603846,2008/09,Secondary,10.922101633455265
15,Buisiness and Computing Science Joint Major,3,2.555283649724611,2009/10,Other,11.66345975536983
16,Computing Science Major,2,2.027780213899271,2005/06,Secondary,9.033152571245214
16,Buisiness and Computing Science Joint Major,4,3.5177027193366173,2008/09,Secondary,11.841052067954372
15,Buisiness and Computing Science Joint Major,0,2.7798528831062117,2004/05,Post-Secondary,10.782259734077966
17,Computing Science and Mathematics Joint Major,4,2,2015/16,Secondary,11.401675331773012
16,Computing Science and Mathematics Joint Major,3,2.845601872074527,2014/15,Other,11.08687194007873
15,Computing Science and Mathematics Joint Major,0,2.6664423371856882,2016/17,Secondary,10.174136361613083
16,Software Engineering Major,4,4.33,2013/14,Secondary,11.74196541294399
16,Computing Science Major,4,2.4014147370900942,2007/08,Secondary,13.745013580014742
16,Software Engineering Major,2,2.2755087960397553,2010/11,Other,12.046198904321928
15,Buisiness and Computing Science Joint Major,4,2.1635185300742403,2008/09,Secondary,10.163092134722017
16,Computing Science Major,2,3.277956646083982,2007/08,Other,10.185276051700725
18,Software Engineering Major,1,2.7217065156347457,2008/09,Other,12.074732198314745
17,Computing Science and Mathematics Joint Major,4,2,2004/05,Other,9.975410586700109
15,Software Engineering Major,4,2.296772328899877,2008/09,Secondary,11.673695195437032
18,Buisiness and Computing Science Joint Major,4,2,2015/16,Secondary,11.577990939974947
17,Software Engineering Major,4,2.4108899919892526,2009/10,Secondary,11.323790404149387
15,Software Engineering Major,2,2,2015/16,Other,9.679110343080406
16,Buisiness and Computing Science Joint Major,0,2.1931289588218457,2017/18,Secondary,9.719993366533231
15,Software Engineering Major,1,3.4329730049968608,2013/14,Other,11.87666287944612
17,Software Engineering Major,4,3.196997006054054,2004/05,Other,11.330933636318278
15,Computing Science Major,2,2.6527884577681924,2015/16,Secondary,11.879760929347924
17,Computing Science and Mathematics Joint Major,0,3.074067789246581,2014/15,Post-Secondary,11.249873486245383
15,Software Engineering Major,0,2.6148784961964107,2015/16,Other,10.28267437181871
17,Software Engineering Major,2,3.0442974342008786,2016/17,Post-Secondary,10.106887101034532
16,Software Engineering Major,1,2.8069962905078434,2006/07,Post-Secondary,10.781198873773535
15,Computing Science Major,0,2,2015/16,Post-Secondary,10.852622250433633
15,Computing Science and Mathematics Joint Major,4,4.027936916885529,2011/12,Post-Secondary,10.671058035575754
16,Computing Science and Mathematics Joint Major,3,3.271509835241219,2018/19,Other,10.479985726535794
15,Computing Science and Mathematics Joint Major,0,2.606923112669562,2004/05,Other,11.532245419846754
17,Buisiness and Computing Science Joint Major,4,3.7986080718426933,2013/14,Post-Secondary,10.880295723383664
15,Software Engineering Major,3,3.082135412974791,2015/16,Post-Secondary,11.083625653257764
15,Software Engineering Major,2,2.641644040498414,2010/11,Post-Secondary,10.561356061622112
16,Computing Science and Mathematics Joint Major,0,2,2018/19,Secondary,10.067507372355088
17,Computing Science and Mathematics Joint Major,3,2,2010/11,Secondary,10.753606197327041
14,Software Engineering Major,0,3.206793493007412,2010/11,Other,11.794728557152444
17,Software Engineering Major,3,3.8445934475161208,2016/17,Post-Secondary,11.12008333220703
15,Buisiness and Computing Science Joint Major,3,2,2007/08,Post-Secondary,11.49154325443559
15,Software Engineering Major,0,2,2011/12,Other,10.458391017120633
16,Software Engineering Major,0,2.168918476660712,2011/12,Other,10.592214775408033
15,Software Engineering Major,4,4.33,2018/19,Post-Secondary,10.583957166059882
16,Computing Science and Mathematics Joint Major,4,2.3189362386010712,2015/16,Post-Secondary,11.01603922447113
15,Software Engineering Major,2,3.3321947603585116,2017/18,Other,11.338135128678829
17,Computing Science and Mathematics Joint Major,1,4.33,2007/08,Other,12.7302041083954
18,Computing Science Major,1,2.275507825054527,2016/17,Post-Secondary,11.792252907259243
15,Software Engineering Major,4,3.4006188134927378,2008/09,Other,9.467723424360752
16,Software Engineering Major,4,3.267757239084566,2018/19,Other,10.684563552246475
16,Software Engineering Major,2,2,2018/19,Secondary,13.04401421772063
15,Software Engineering Major,1,3.5349680133895722,2004/05,Secondary,10.210321495926806
16,Computing Science and Mathematics Joint Major,3,2.972465833479858,2007/08,Other,12.594155993481142
18,Buisiness and Computing Science Joint Major,1,4.33,2016/17,Post-Secondary,11.514704595435056
17,Software Engineering Major,4,2.8754908459132955,2014/15,Post-Secondary,12.998509422452567
16,Software Engineering Major,0,4.101417594819358,2006/07,Post-Secondary,11.370786108230412
17,Computing Science Major,4,3.4287296642414624,2016/17,Secondary,11.14069215323418
15,Computing Science Major,0,2.014913580286718,2015/16,Secondary,10.32479233774383
16,Computing Science and Mathematics Joint Major,3,2.040599888520373,2005/06,Other,11.790082990412547
16,Computing Science and Mathematics Joint Major,4,2.219629986433124,2018/19,Post-Secondary,10.634185700477408
16,Software Engineering Major,3,2,2016/17,Post-Secondary,10.498142372248562
13,Computing Science and Mathematics Joint Major,3,2,2005/06,Other,11.924251621001302
14,Software Engineering Major,0,2,2017/18,Secondary,10.75814673889558
15,Computing Science and Mathematics Joint Major,0,3.609389980405791,2010/11,Post-Secondary,9.560566172239094
14,Computing Science and Mathematics Joint Major,0,2,2009/10,Post-Secondary,9.113994474801821
16,Buisiness and Computing Science Joint Major,0,2.8430254258826166,2018/19,Other,10.914558641825053
16,Computing Science and Mathematics Joint Major,0,3.232240735472081,2016/17,Post-Secondary,11.814330963987516
17,Computing Science and Mathematics Joint Major,2,2.6633625395820313,2018/19,Secondary,11.497950392423588
16,Software Engineering Major,3,4.33,2010/11,Other,11.860491994121379
14,Software Engineering Major,0,2.604294590018626,2017/18,Other,10.308602288397328
18,Computing Science and Mathematics Joint Major,0,3.058003421331608,2004/05,Post-Secondary,9.439336985751687
15,Buisiness and Computing Science Joint Major,1,4.184022280419871,2008/09,Other,10.150244496674075
17,Computing Science Major,3,3.6213359766423907,2010/11,Other,9.913501588105426
16,Buisiness and Computing Science Joint Major,1,2,2018/19,Secondary,10.801779064816344
16,Buisiness and Computing Science Joint Major,4,3.886511215545723,2015/16,Other,11.167450519110213
14,Software Engineering Major,0,2.762167579446334,2005/06,Post-Secondary,12.64074753041909
17,Buisiness and Computing Science Joint Major,3,2.81597120289721,2005/06,Secondary,10.17000260612575
15,Computing Science and Mathematics Joint Major,3,3.716069974268987,2004/05,Secondary,13.104912074026029
15,Computing Science and Mathematics Joint Major,2,4.039255701729147,2015/16,Post-Secondary,11.24379796629014
17,Software Engineering Major,1,2,2017/18,Post-Secondary,12.974651222467509
17,Computing Science Major,2,2,2014/15,Secondary,8.863272281170495
17,Software Engineering Major,3,2.162703395680187,2006/07,Secondary,11.633397262913512
16,Computing Science and Mathematics Joint Major,0,3.681408529731666,2010/11,Post-Secondary,10.238997873677933
16,Software Engineering Major,1,3.513812801182124,2004/05,Secondary,9.382494879757624
15,Computing Science and Mathematics Joint Major,1,2,2007/08,Post-Secondary,10.822578303149657
16,Software Engineering Major,1,2,2006/07,Other,9.93467181929712
15,Software Engineering Major,4,2.067653231469407,2009/10,Secondary,10.794888183443678
16,Buisiness and Computing Science Joint Major,1,2.8799919108705136,2013/14,Post-Secondary,12.37754026125715
16,Software Engineering Major,0,2,2016/17,Secondary,11.39418943506745
15,Computing Science and Mathematics Joint Major,1,2,2008/09,Secondary,11.593736360676118
15,Computing Science and Mathematics Joint Major,1,3.2248764997883734,2015/16,Secondary,9.927530482805258
15,Software Engineering Major,1,2.158073831425155,2015/16,Secondary,9.557925380998194
17,Buisiness and Computing Science Joint Major,0,2.6348442618681043,2010/11,Other,10.701499722918054
14,Software Engineering Major,1,2.0526728179745497,2011/12,Other,10.311004309007844
15,Computing Science and Mathematics Joint Major,1,2,2016/17,Other,11.76918874139657
18,Computing Science Major,3,4.0411001214379745,2015/16,Other,10.144019578308061
16,Software Engineering Major,3,2.020777553656165,2004/05,Other,10.816002271620931
17,Software Engineering Major,3,2.6971714906164426,2007/08,Other,10.441090387430114
16,Buisiness and Computing Science Joint Major,1,2.3997273428643013,2018/19,Secondary,11.830561595057949
16,Computing Science and Mathematics Joint Major,2,3.3465042565092693,2011/12,Post-Secondary,10.314755441840928
17,Computing Science Major,0,3.379158738841634,2016/17,Other,11.26080538518486
17,Software Engineering Major,4,3.0842949048842296,2016/17,Other,10.965303188881546
16,Buisiness and Computing Science Joint Major,2,3.5475032332539245,2015/16,Other,11.09772061966137
15,Software Engineering Major,3,2.660284180367945,2007/08,Other,10.733849291431543
17,Software Engineering Major,2,3.9919299458940785,2008/09,Secondary,10.933361868853908
16,Software Engineering Major,4,4.33,2018/19,Secondary,11.91848398938199
14,Buisiness and Computing Science Joint Major,2,3.1117883482668143,2018/19,Secondary,9.498490363207125
18,Software Engineering Major,1,3.3083724430546058,2018/19,Other,12.52700831239698
15,Computing Science and Mathematics Joint Major,2,2,2007/08,Post-Secondary,10.724632142615134
19,Buisiness and Computing Science Joint Major,1,3.330272060163167,2017/18,Other,10.412165045178076
16,Software Engineering Major,1,3.6101249145309238,2006/07,Other,12.86736355598627
17,Computing Science Major,1,4.052690084798359,2007/08,Post-Secondary,10.03968598677682
15,Computing Science Major,2,3.810775827927254,2008/09,Post-Secondary,13.26179236010105
15,Computing Science and Mathematics Joint Major,0,3.3031872511924467,2017/18,Secondary,12.089752283713535
17,Buisiness and Computing Science Joint Major,2,2.887428121999807,2016/17,Post-Secondary,11.493940333468494
16,Computing Science and Mathematics Joint Major,1,3.0047614647244982,2009/10,Post-Secondary,10.832089344212815
17,Computing Science and Mathematics Joint Major,0,4.33,2008/09,Secondary,9.857333258295032
16,Software Engineering Major,1,4.252106471251995,2017/18,Post-Secondary,10.382779142170488
16,Computing Science Major,1,2.990459999712282,2017/18,Other,11.551985084182522
14,Buisiness and Computing Science Joint Major,2,4.33,2017/18,Post-Secondary,12.031111427222669
16,Computing Science and Mathematics Joint Major,4,3.14399335978195,2011/12,Other,11.256492532319022
16,Computing Science Major,4,3.3269912137705724,2005/06,Other,11.789603369787512
16,Computing Science and Mathematics Joint Major,2,2,2007/08,Secondary,11.260630367077901
16,Buisiness and Computing Science Joint Major,3,3.8402517042860995,2010/11,Other,11.274680197276158
16,Computing Science Major,2,2.8118083451314395,2006/07,Post-Secondary,10.43840909625275
19,Computing Science Major,1,3.8588590875342548,2005/06,Post-Secondary,10.77228589489447
18,Computing Science and Mathematics Joint Major,3,4.303552430026332,2008/09,Secondary,10.601522226152705
17,Computing Science Major,0,3.696879024276408,2015/16,Other,11.304296246317245
16,Computing Science Major,1,3.8430817981346554,2013/14,Secondary,11.263723705069616
16,Buisiness and Computing Science Joint Major,0,2.587975602258707,2016/17,Post-Secondary,11.43718450697268
14,Computing Science Major,4,3.6788235957188027,2005/06,Other,12.508010948943257
16,Computing Science and Mathematics Joint Major,2,4.1452903758761455,2006/07,Other,11.491644867401943
16,Buisiness and Computing Science Joint Major,1,2.070476876509537,2018/19,Secondary,12.014104555585988
16,Computing Science and Mathematics Joint Major,3,3.156817882414391,2018/19,Other,9.694787889911069
16,Computing Science and Mathematics Joint Major,2,2,2011/12,Secondary,11.877766798431063
17,Buisiness and Computing Science Joint Major,0,3.9471366649834803,2010/11,Secondary,11.941700305649562
17,Buisiness and Computing Science Joint Major,2,2.6391326046427017,2017/18,Post-Secondary,11.593009911517747
17,Computing Science and Mathematics Joint Major,3,2.2421357571733997,2007/08,Other,11.401249309625427
13,Computing Science and Mathematics Joint Major,1,3.3959148977408566,2005/06,Other,11.08784745346838
18,Computing Science and Mathematics Joint Major,4,2,2016/17,Secondary,11.545250925387675
16,Computing Science Major,2,2,2005/06,Other,11.134426691597955
17,Computing Science and Mathematics Joint Major,2,3.583680440973214,2016/17,Post-Secondary,11.725431675758827
16,Buisiness and Computing Science Joint Major,1,2.7245518798757926,2017/18,Post-Secondary,11.176849602269087
15,Buisiness and Computing Science Joint Major,4,3.9525140670885826,2007/08,Secondary,9.594286488118819
16,Software Engineering Major,3,2,2005/06,Post-Secondary,11.636350785235665
15,Buisiness and Computing Science Joint Major,4,2.090185168393182,2005/06,Post-Secondary,12.13927667417024
17,Software Engineering Major,0,3.1335460671141053,2010/11,Post-Secondary,9.36768165624029
18,Buisiness and Computing Science Joint Major,2,3.1428731820332985,2004/05,Other,10.78988729324847
14,Software Engineering Major,1,2.1667304309039563,2006/07,Secondary,9.253960197255834
17,Computing Science and Mathematics Joint Major,1,2,2016/17,Post-Secondary,10.828694261502823
16,Buisiness and Computing Science Joint Major,0,2.824704245677212,2013/14,Post-Secondary,10.748526155469026
15,Computing Science and Mathematics Joint Major,1,3.489942560176118,2005/06,Post-Secondary,10.56447295923901
15,Computing Science and Mathematics Joint Major,3,2.116093449683218,2004/05,Secondary,11.310643818726508
16,Software Engineering Major,2,2,2004/05,Post-Secondary,8.942444631150448
16,Buisiness and Computing Science Joint Major,2,2.894710355204883,2013/14,Other,11.843087446269184
14,Computing Science and Mathematics Joint Major,0,4.33,2014/15,Secondary,9.81577076568737
17,Computing Science Major,0,3.1815443241293684,2011/12,Post-Secondary,10.173056935896701
17,Buisiness and Computing Science Joint Major,2,3.14038543276932,2014/15,Secondary,11.024483511294763
17,Computing Science and Mathematics Joint Major,2,3.334992066125521,2015/16,Secondary,9.653593860226376
18,Buisiness and Computing Science Joint Major,2,2,2010/11,Other,10.121451220840118
17,Computing Science and Mathematics Joint Major,1,2,2013/14,Secondary,10.971836729253793
15,Software Engineering Major,1,4.2328792810731795,2015/16,Post-Secondary,12.576230918121244
18,Computing Science and Mathematics Joint Major,3,2.271746958839146,2006/07,Other,11.160421146320742
16,Software Engineering Major,3,3.0024260605206505,2004/05,Secondary,10.99337915060258
14,Computing Science and Mathematics Joint Major,3,2.948056467441449,2006/07,Secondary,10.555688342013552
17,Computing Science and Mathematics Joint Major,1,2.8880123200614785,2017/18,Secondary,10.229154493679701
15,Software Engineering Major,4,3.5746143994354447,2010/11,Post-Secondary,11.430638367523864
16,Computing Science Major,4,4.33,2013/14,Other,10.723893580902475
17,Software Engineering Major,1,2.8101954792084602,2006/07,Other,12.183152791294924
17,Computing Science and Mathematics Joint Major,4,3.3972902321336655,2010/11,Other,13.787446343530918
16,Buisiness and Computing Science Joint Major,3,3.371911981434857,2009/10,Post-Secondary,11.248933298812082
16,Software Engineering Major,1,3.9831037926376736,2011/12,Secondary,10.804178509730242
15,Software Engineering Major,4,3.1859142845702646,2013/14,Post-Secondary,11.399655865644647
16,Software Engineering Major,4,2.2009235833598306,2016/17,Secondary,10.224466053848158
14,Software Engineering Major,2,2.971722305459697,2009/10,Other,10.181449613701247
16,Computing Science Major,4,4.258006649100224,2014/15,Other,11.517431956877367
16,Software Engineering Major,3,2,2010/11,Post-Secondary,12.226912781929437
16,Computing Science and Mathematics Joint Major,4,4.33,2005/06,Other,11.23196348955469
15,Computing Science and Mathematics Joint Major,0,2,2017/18,Secondary,10.806760255938435
15,Software Engineering Major,2,2.2731694060832544,2014/15,Other,10.772476913372266
16,Computing Science and Mathematics Joint Major,3,4.33,2009/10,Post-Secondary,10.047395755456982
16,Computing Science and Mathematics Joint Major,2,2.8355906035284146,2010/11,Secondary,11.767271674461147
16,Software Engineering Major,2,2.346248501681057,2011/12,Post-Secondary,11.734152420502301
15,Computing Science Major,4,3.5661494212054,2018/19,Post-Secondary,10.077887200887076
16,Software Engineering Major,0,3.4964011375735815,2005/06,Secondary,10.770595362705926
18,Computing Science Major,3,2.4286247441753055,2017/18,Other,11.479884324451655
16,Computing Science Major,0,3.1410033844235117,2005/06,Other,10.990326307530358
16,Buisiness and Computing Science Joint Major,0,2.7307939541551187,2006/07,Other,10.744061217318643
15,Computing Science and Mathematics Joint Major,2,3.1184398349922446,2009/10,Other,10.379144589774546
17,Software Engineering Major,2,2.216960062055893,2014/15,Secondary,10.669878774664205
16,Buisiness and Computing Science Joint Major,4,2.0437708106832106,2013/14,Secondary,12.140109562934061
15,Computing Science and Mathematics Joint Major,1,2.754935053524051,2004/05,Other,11.548737219175282
16,Software Engineering Major,3,4.33,2016/17,Post-Secondary,11.158973026853392
14,Buisiness and Computing Science Joint Major,0,3.022924002312642,2007/08,Other,10.729152161490806
15,Software Engineering Major,1,2.0922175702605377,2006/07,Secondary,12.688337091508428
16,Software Engineering Major,1,2.113217823828701,2018/19,Post-Secondary,9.874358711093077
18,Computing Science and Mathematics Joint Major,2,3.2370766383797758,2014/15,Other,10.879826899271217
15,Buisiness and Computing Science Joint Major,2,3.1427426493410877,2014/15,Secondary,9.904119679028506
17,Computing Science and Mathematics Joint Major,3,2.2968382029280034,2005/06,Other,10.765284804897385
15,Buisiness and Computing Science Joint Major,3,3.2053773031447474,2016/17,Other,10.500644926758397
16,Buisiness and Computing Science Joint Major,2,3.3863497862609826,2006/07,Post-Secondary,10.03695041394244
16,Computing Science Major,0,3.7684148651383995,2005/06,Post-Secondary,9.154504157251111
15,Computing Science and Mathematics Joint Major,0,2.596723432849096,2017/18,Other,12.0736290859748
18,Computing Science and Mathematics Joint Major,3,2.753185283545901,2009/10,Secondary,10.619671211054072
16,Buisiness and Computing Science Joint Major,2,2.617366878559064,2005/06,Other,11.78732530424241
17,Software Engineering Major,3,3.2132610879137617,2016/17,Other,10.563410590562283
16,Buisiness and Computing Science Joint Major,2,2.9144935155613623,2015/16,Other,12.999407206848119
17,Buisiness and Computing Science Joint Major,2,2.4762710896573767,2016/17,Other,11.149146817612682
15,Computing Science Major,3,3.2189171521977804,2017/18,Other,12.684433638521105
17,Computing Science Major,2,3.400982105532021,2005/06,Post-Secondary,10.01390342013503
17,Computing Science Major,4,3.6481093468107595,2017/18,Secondary,10.885827578421496
17,Computing Science Major,2,4.246485923875546,2017/18,Secondary,11.201939325738124
17,Buisiness and Computing Science Joint Major,4,2.193245109367976,2010/11,Other,8.183032745384917
16,Software Engineering Major,4,2.5727475301743508,2016/17,Post-Secondary,11.342922581881574
16,Buisiness and Computing Science Joint Major,4,3.6716950542003848,2016/17,Other,11.010350561979866
17,Buisiness and Computing Science Joint Major,3,2.4515949312934064,2017/18,Secondary,11.79797421090247
15,Software Engineering Major,2,3.2494334900094324,2009/10,Other,9.3435996761507365
17,Software Engineering Major,4,4.0198420322638455,2010/11,Secondary,10.622095172111747
16,Software Engineering Major,3,2.6714021613607115,2016/17,Post-Secondary,10.674803754918772
16,Software Engineering Major,0,2.0384847314031886,2010/11,Other,9.892257357800325
16,Computing Science Major,2,2.820983505659344,2005/06,Secondary,10.437024224367246
16,Computing Science and Mathematics Joint Major,4,3.518467215116248,2004/05,Other,11.665009032411398
15,Computing Science and Mathematics Joint Major,3,2.6687892355482417,2008/09,Secondary,11.897676501974605
17,Computing Science and Mathematics Joint Major,1,2,2009/10,Other,9.937795047658906
17,Computing Science and Mathematics Joint Major,3,2.208512048222697,2014/15,Other,10.258122999688755
16,Buisiness and Computing Science Joint Major,1,3.518316082911376,2013/14,Post-Secondary,9.436982176372801
18,Computing Science Major,0,2,2005/06,Post-Secondary,10.780653489669978
15,Software Engineering Major,3,3.5730646611081,2005/06,Post-Secondary,10.939825443065452
15,Computing Science Major,3,2,2007/08,Secondary,11.565595308443038
18,Software Engineering Major,4,2.711760231995113,2007/08,Other,13.152024623582037
20,Software Engineering Major,2,3.27673246097512,2008/09,Other,12.182196743472751
17,Computing Science and Mathematics Joint Major,4,3.8654139750478245,2010/11,Post-Secondary,10.727654477596445
19,Computing Science and Mathematics Joint Major,1,3.9855227429634192,2004/05,Post-Secondary,9.621705244751958
16,Buisiness and Computing Science Joint Major,1,2,2009/10,Secondary,9.996824160474445
14,Computing Science and Mathematics Joint Major,2,2.8736882750839983,2014/15,Other,10.806378890331374
14,Software Engineering Major,2,2,2006/07,Secondary,10.075616811185217
16,Buisiness and Computing Science Joint Major,0,2.6393668435461,2009/10,Secondary,11.311570356363394
16,Computing Science and Mathematics Joint Major,4,3.546726279071132,2005/06,Secondary,13.149963662685579
17,Computing Science Major,1,4.33,2015/16,Secondary,9.382249103741383
16,Computing Science and Mathematics Joint Major,1,2.2306058612231388,2005/06,Other,13.368439492667797
16,Computing Science and Mathematics Joint Major,0,3.292263162332537,2008/09,Post-Secondary,11.076289320974094
16,Software Engineering Major,4,2,2009/10,Secondary,11.163178928672897
16,Computing Science and Mathematics Joint Major,0,2,2010/11,Secondary,10.687210124423544
15,Software Engineering Major,4,4.32952349804696,2008/09,Post-Secondary,12.22999123974163
17,Computing Science Major,4,4.325563904069773,2009/10,Secondary,11.127562661113299
16,Computing Science Major,3,2.7454403100789064,2017/18,Other,10.0120361135513
15,Computing Science Major,3,2,2016/17,Other,9.66419235786274
15,Buisiness and Computing Science Joint Major,0,2.3198525671132146,2018/19,Post-Secondary,11.924766169890967
17,Computing Science Major,3,2.3003034762448573,2004/05,Post-Secondary,10.654517502519923
16,Buisiness and Computing Science Joint Major,3,4.33,2006/07,Post-Secondary,12.068689812181852
16,Computing Science Major,3,2,2015/16,Post-Secondary,11.20199627548744
16,Computing Science and Mathematics Joint Major,2,3.9102710842211863,2011/12,Secondary,11.160946437591171
17,Computing Science and Mathematics Joint Major,3,2.01297197082662,2018/19,Post-Secondary,9.96970275627614
15,Computing Science Major,3,2,2006/07,Post-Secondary,9.8277087491909
16,Software Engineering Major,1,3.828101712217149,2006/07,Post-Secondary,11.113560895304042
15,Computing Science and Mathematics Joint Major,1,2,2013/14,Other,13.387829347880533
15,Computing Science and Mathematics Joint Major,0,3.0483352456767916,2011/12,Other,10.792321218764817
15,Computing Science and Mathematics Joint Major,1,3.6928751302929097,2006/07,Secondary,11.514820216045116
18,Computing Science Major,0,3.9615051170065763,2006/07,Post-Secondary,12.201580629622649
14,Computing Science Major,4,2.475680973755513,2006/07,Other,13.055486541327568
17,Buisiness and Computing Science Joint Major,3,2.7273773288241228,2011/12,Other,8.51615869110717
15,Software Engineering Major,3,2.9279564772081716,2015/16,Post-Secondary,10.517499282069199
16,Buisiness and Computing Science Joint Major,2,3.0313759930748034,2011/12,Secondary,11.749231447067839
16,Computing Science and Mathematics Joint Major,3,2.5516134574480374,2006/07,Post-Secondary,11.335746115267844
18,Software Engineering Major,1,2,2016/17,Other,10.227656935555395
17,Software Engineering Major,2,2.2377642894423335,2006/07,Post-Secondary,12.228097837578646
15,Buisiness and Computing Science Joint Major,0,2,2004/05,Other,12.16815552357473
13,Software Engineering Major,3,2.0680531817973,2006/07,Post-Secondary,10.708553697107224
16,Software Engineering Major,4,3.1818864723071174,2016/17,Post-Secondary,8.71974252382378
16,Computing Science and Mathematics Joint Major,1,2.77667152573761,2008/09,Post-Secondary,10.000699399281585
16,Buisiness and Computing Science Joint Major,2,2.583800455791182,2005/06,Post-Secondary,9.844030434112627
16,Software Engineering Major,1,2,2008/09,Other,10.358237485941883
15,Computing Science Major,0,2,2009/10,Post-Secondary,9.585659011655952
17,Computing Science Major,1,3.2012399098953694,2004/05,Secondary,10.638525944094742
17,Computing Science Major,4,2.1844358961675625,2008/09,Other,10.027601286404234
15,Software Engineering Major,2,3.3228420754616703,2010/11,Secondary,9.988996044326818
15,Computing Science Major,0,3.386346041350906,2004/05,Other,10.62700669029763
16,Computing Science Major,4,4.33,2011/12,Post-Secondary,9.636058405511026
16,Software Engineering Major,3,3.4165629234521946,2008/09,Other,10.673881263503413
17,Computing Science and Mathematics Joint Major,0,2,2006/07,Post-Secondary,10.397394752479746
16,Software Engineering Major,2,2.907141004474241,2010/11,Other,11.881673762361572
13,Computing Science Major,4,3.987056089479426,2007/08,Secondary,13.447944834917433
16,Buisiness and Computing Science Joint Major,1,2.7307717956834425,2004/05,Post-Secondary,11.565538172244622
16,Computing Science and Mathematics Joint Major,3,2.450263988578464,2008/09,Other,8.637298033852678
14,Buisiness and Computing Science Joint Major,3,2,2014/15,Other,11.28798591564238
16,Computing Science Major,1,4.149622464272486,2006/07,Other,10.079215244922075
17,Software Engineering Major,0,2.9887267320818127,2009/10,Other,10.192523659413094
15,Computing Science and Mathematics Joint Major,1,2.4555377907289544,2013/14,Post-Secondary,9.846733789212484
16,Software Engineering Major,0,3.095673992389255,2004/05,Other,10.320146138204002
16,Computing Science Major,2,3.7341302295008063,2014/15,Secondary,11.839721475651352
17,Buisiness and Computing Science Joint Major,4,2,2010/11,Other,10.57873470867447
17,Computing Science and Mathematics Joint Major,4,3.4644487718477417,2010/11,Post-Secondary,11.858519511133196
16,Buisiness and Computing Science Joint Major,4,2,2018/19,Secondary,10.741993881301328
15,Computing Science and Mathematics Joint Major,1,3.562238904586535,2017/18,Secondary,11.663770049205299
18,Computing Science Major,0,3.7964952360644446,2007/08,Other,10.605692157379265
16,Computing Science Major,2,2.624869141302957,2009/10,Secondary,8.13921595386644
16,Software Engineering Major,1,2.6664250465829404,2008/09,Other,13.342132194135612
17,Computing Science Major,1,3.671434063366906,2008/09,Other,10.650163510325882
17,Buisiness and Computing Science Joint Major,3,3.2739454890020534,2018/19,Post-Secondary,12.374065284762914
